source_doc_id,original_filename,relative_path,file_type,primary_domain,secondary_domains,inferred_source_type,inferred_publisher,inferred_industry,inferred_technology,inferred_capabilities,inferred_business_models,inferred_operating_models,inferred_customer_experience,inferred_frameworks,inferred_output_relevance,classification_confidence,classification_method,review_needed,notes
codex_doc_000112,Czech Republic - AI.pdf,Czech Republic - AI.pdf,pdf,ai,government,unknown,unknown,government_public_sector,artificial_intelligence,,,,,,government_as_a_service,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000113,Decentralized orchestration architecture for fluid computing.pdf,Decentralized orchestration architecture for fluid computing.pdf,pdf,technology_infrastructure,,unknown,unknown,,,,,coordination,,,,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000114,Decisions_eBook_Universal_Orchestration_R1.pdf,Decisions_eBook_Universal_Orchestration_R1.pdf,pdf,other,,unknown,unknown,,,decision_making,,coordination,,,,low,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match;no_source_type_filename_match
codex_doc_000115,Deloitte - DI_Tech-trends-2026 (1).pdf,Deloitte - DI_Tech-trends-2026 (1).pdf,pdf,other,,consulting,Deloitte,,,future_readiness,,,,,,medium,filename_and_metadata_heuristics_v1,true,duplicate_or_copy_indicator;no_primary_domain_filename_match
codex_doc_000116,Deloitte - DI_Tech-trends-2026.pdf,Deloitte - DI_Tech-trends-2026.pdf,pdf,other,,consulting,Deloitte,,,future_readiness,,,,,,medium,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match
codex_doc_000117,Deloitte - hfs-horizons-agentic-services-2026.pdf,Deloitte - hfs-horizons-agentic-services-2026.pdf,pdf,ai,,consulting,Deloitte,,agentic_ai,,,ai_native,customer_service;ai_agent,,,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000118,Deloitte - state-of-ai-2026-global.pdf,Deloitte - state-of-ai-2026-global.pdf,pdf,ai,global_digital_policy,consulting,Deloitte,,artificial_intelligence,,,,,,,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000119,deloitte-digital-maturity-model.pdf,deloitte-digital-maturity-model.pdf,pdf,other,,consulting,Deloitte,,,,,,,digital_maturity_model,,medium,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match
codex_doc_000120,deloitte-PoV-blockchain-media.pdf,deloitte-PoV-blockchain-media.pdf,pdf,blockchain,,consulting,Deloitte,advertising_media_marketing,blockchain,,advertising,,,,,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000121,Developments in dynamic and intelligent reconfiguration.pdf,Developments in dynamic and intelligent reconfiguration.pdf,pdf,dynamic_capabilities,,unknown,unknown,,,,,,,,,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000122,DI_Tech-trends-2026.pdf,DI_Tech-trends-2026.pdf,pdf,other,,industry_report,unknown,,,future_readiness,,,,,,medium,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match
codex_doc_000123,Digital Assessment - eCommerce sales by Category.pdf,Digital Assessment - eCommerce sales by Category.pdf,pdf,customer_experience,,unknown,unknown,consumer_retail_ecommerce,,,,,ecommerce,,web_strategy_course,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000124,Digital Business Models.pdf,Digital Business Models.pdf,pdf,business_models,,unknown,unknown,,,,,,,business_model_canvas,mba_digital_strategy,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000125,Digital Marketing Maturity - digital-marketing-maturity-guide.pdf,Digital Marketing Maturity - digital-marketing-maturity-guide.pdf,pdf,marketing_maturity,,practitioner,unknown,advertising_media_marketing,,,,,,,web_strategy_course;writing,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000126,Digital Transformation - 2026-digital-transformation-study.pdf,Digital Transformation - 2026-digital-transformation-study.pdf,pdf,digital_transformation,,academic,unknown,,,,,,,,mba_digital_strategy,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000127,Digital Transformation - McKinsey Insights.pdf,Digital Transformation - McKinsey Insights.pdf,pdf,digital_transformation,,consulting,McKinsey,,,,,,,,mba_digital_strategy,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000128,Digital transformation and organizational resiliance.pdf,Digital transformation and organizational resiliance.pdf,pdf,operating_models,digital_transformation,unknown,unknown,,,resilience;organizational_design,,,,,mba_digital_strategy,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000129,Digital-Access-Africa_Draft-Section-Nov-9_CT120222_Clean34.pdf,Digital-Access-Africa_Draft-Section-Nov-9_CT120222_Clean34.pdf,pdf,other,,unknown,unknown,,,,,,,,,low,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match;no_source_type_filename_match
codex_doc_000130,Digital_Transformation_Maturity_A_Systematic_Revie.pdf,Digital_Transformation_Maturity_A_Systematic_Revie.pdf,pdf,digital_transformation,,unknown,unknown,,,,,,,,mba_digital_strategy,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000131,DIGITALEUROPE-EUROPE-2030-A-DIGITAL-POWERHOUSE-FINAL_DECEMBER_WEB.pdf,DIGITALEUROPE-EUROPE-2030-A-DIGITAL-POWERHOUSE-FINAL_DECEMBER_WEB.pdf,pdf,other,,unknown,unknown,,,,,,,,,low,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match;no_source_type_filename_match
codex_doc_000132,Digitization of Public Diplomacy of Russia and Ukraine during the War_ 11.2024. MATVYEYEVA.pdf,Digitization of Public Diplomacy of Russia and Ukraine during the War_ 11.2024. MATVYEYEVA.pdf,pdf,digital_transformation,government,unknown,unknown,government_public_sector,,,,,,,government_as_a_service,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000133,Driving Demand - Accenture-Market-Mix-Optimization.pdf,Driving Demand - Accenture-Market-Mix-Optimization.pdf,pdf,marketing_maturity,,consulting,Accenture,,,,,,,,,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000134,Driving Demand - IAB-Cross-Media-Ad-Effectiveness-Study-Jan-11-2017.pdf,Driving Demand - IAB-Cross-Media-Ad-Effectiveness-Study-Jan-11-2017.pdf,pdf,other,,academic,unknown,advertising_media_marketing,,,advertising,,,,,medium,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match
codex_doc_000135,DTS_for_Africa_2020-2030_English.pdf,DTS_for_Africa_2020-2030_English.pdf,pdf,other,,unknown,unknown,,,,,,,,,low,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match;no_source_type_filename_match
codex_doc_000136,dubai-digitized-roadmap.pdf,dubai-digitized-roadmap.pdf,pdf,other,,unknown,unknown,,,,,,,,,low,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match;no_source_type_filename_match
codex_doc_000137,"Dynamic Capabilities - Teece, Pisano and Shuen (1997).pdf","Dynamic Capabilities - Teece, Pisano and Shuen (1997).pdf",pdf,dynamic_capabilities,,unknown,unknown,,,,,,,dynamic_capabilities,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000138,"Dynamic Capabilities and Strategic Management - Teece, Pisano and Shuen (1997).pdf","Dynamic Capabilities and Strategic Management - Teece, Pisano and Shuen (1997).pdf",pdf,dynamic_capabilities,,unknown,unknown,,,,,,,dynamic_capabilities,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000139,dynamic-capabilities-as-workable-management-systems-theory.pdf,dynamic-capabilities-as-workable-management-systems-theory.pdf,pdf,dynamic_capabilities,,unknown,unknown,,,,,,,dynamic_capabilities,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000140,E-Estonia_-Blueprint-for-a-Digital-Nation.pdf,E-Estonia_-Blueprint-for-a-Digital-Nation.pdf,pdf,other,,unknown,unknown,,,,,,,,,low,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match;no_source_type_filename_match
codex_doc_000141,Earned Media - Academic Reseach on impact of social media on purchase intent.pdf,Earned Media - Academic Reseach on impact of social media on purchase intent.pdf,pdf,marketing_maturity,,academic,unknown,advertising_media_marketing;education_research,,,advertising,,social,,,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000142,Earned Media - Academic Research on impact of UGC and FGC on funnel.pdf,Earned Media - Academic Research on impact of UGC and FGC on funnel.pdf,pdf,marketing_maturity,,academic,unknown,advertising_media_marketing;education_research,,,advertising,,,,,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000143,EBSCO-FullText-06_15_2026.pdf,EBSCO-FullText-06_15_2026.pdf,pdf,other,,unknown,unknown,,,,,,,,,low,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match;no_source_type_filename_match
codex_doc_000144,eCommerce and physical retail shifts - Placer.io.pdf,eCommerce and physical retail shifts - Placer.io.pdf,pdf,customer_experience,,unknown,unknown,consumer_retail_ecommerce,,,,,ecommerce,,web_strategy_course,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000145,eCommerce Trends Report.pdf,eCommerce Trends Report.pdf,pdf,customer_experience,,industry_report,unknown,consumer_retail_ecommerce,,future_readiness,,,ecommerce,,web_strategy_course,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000146,Economic-Index-5-v2 (1).pdf,Economic-Index-5-v2 (1).pdf,pdf,other,,industry_report,unknown,,analytics,,,,,,,medium,filename_and_metadata_heuristics_v1,true,duplicate_or_copy_indicator;no_primary_domain_filename_match
codex_doc_000147,Ecuador - Digital Transformation.pdf,Ecuador - Digital Transformation.pdf,pdf,digital_transformation,,unknown,unknown,,,,,,,,mba_digital_strategy,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000148,Egypt - AI.pdf,Egypt - AI.pdf,pdf,ai,,unknown,unknown,,artificial_intelligence,,,,,,,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000149,Eluvio and Warner Bros LOTR Case Study.pdf,Eluvio and Warner Bros LOTR Case Study.pdf,pdf,other,,academic,unknown,sports_entertainment,,,,,,,writing,medium,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match
codex_doc_000150,Eluvio Content Fabric Protocol Whitepaper.pdf,Eluvio Content Fabric Protocol Whitepaper.pdf,pdf,other,,academic,unknown,,,,,,content,,,medium,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match
codex_doc_000151,"Enterprise architecture approach for project-based organizations modeling,.pdf","Enterprise architecture approach for project-based organizations modeling,.pdf",pdf,operating_models,technology_infrastructure,unknown,unknown,,,organizational_design,,,,enterprise_architecture,,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000152,Entreprenuerial ecosystem mechanisms.pdf,Entreprenuerial ecosystem mechanisms.pdf,pdf,platforms_marketplaces,,unknown,unknown,,,,ecosystem,networked,,,,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000153,Estonian National Digital Decade Strategic Roadmap 2025.pdf,Estonian National Digital Decade Strategic Roadmap 2025.pdf,pdf,government,,government,unknown,government_public_sector,,,,,,,,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000154,EU and Asia Digitization.pdf,EU and Asia Digitization.pdf,pdf,digital_transformation,,unknown,unknown,,,,,,,,,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000155,Exploring the role of service modularity in knowledge based service firms.pdf,Exploring the role of service modularity in knowledge based service firms.pdf,pdf,other,,unknown,unknown,,,learning;composability,,,customer_service,,,medium,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match;no_source_type_filename_match
codex_doc_000156,EY - ai-sentiment-study-wave-04-2026.pdf,EY - ai-sentiment-study-wave-04-2026.pdf,pdf,ai,,academic,EY,,artificial_intelligence,,,,,,,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000157,feb-2023-global-consumer-insights-survey-pulse-5-pwc-global.pdf,feb-2023-global-consumer-insights-survey-pulse-5-pwc-global.pdf,pdf,customer_experience,global_digital_policy,consulting,PwC,consumer_retail_ecommerce,,customer_intelligence,,,,,,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000158,fpsyg-11-588172.pdf,fpsyg-11-588172.pdf,pdf,other,,unknown,unknown,,,,,,,,,low,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match;no_source_type_filename_match
codex_doc_000159,FTI-Foresight-Funnel.pdf,FTI-Foresight-Funnel.pdf,pdf,other,,unknown,unknown,,,future_readiness,,,,,,low,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match;no_source_type_filename_match
codex_doc_000160,"G20 Digital Future - Comprehensive Comparative Analysis of National AI, Blockchain and Digital Strategies.pdf","G20 Digital Future - Comprehensive Comparative Analysis of National AI, Blockchain and Digital Strategies.pdf",pdf,ai,blockchain;global_digital_policy;government,government,unknown,government_public_sector,artificial_intelligence;blockchain,,,,,,,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000161,Gartner - 2026-top-tech-trends.pdf,Gartner - 2026-top-tech-trends.pdf,pdf,other,,industry_report,Gartner,,,future_readiness,,,,,,medium,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match
codex_doc_000162,Generative AI platforms as institutional catalysts of digital.pdf,Generative AI platforms as institutional catalysts of digital.pdf,pdf,ai,platforms_marketplaces,unknown,unknown,technology_saas_platforms,artificial_intelligence,,platform,,,,,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000163,Ghana - Financial Inclusion via Digital.pdf,Ghana - Financial Inclusion via Digital.pdf,pdf,other,,unknown,unknown,banking_finance_insurance,,,,,,,,low,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match;no_source_type_filename_match
codex_doc_000164,Global - 2025-Government-AI-Readiness-Index-2.pdf,Global - 2025-Government-AI-Readiness-Index-2.pdf,pdf,ai,global_digital_policy;government,government,unknown,government_public_sector,artificial_intelligence;analytics,ai_readiness,,,,,government_as_a_service,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000165,Global - ai_vibrancy_tool_paper_november 2024.pdf,Global - ai_vibrancy_tool_paper_november 2024.pdf,pdf,ai,global_digital_policy,academic,unknown,,artificial_intelligence,,,,,,,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000166,"Global - Digital Progress and Trends Report 2025, Strengthening AI Foundations.pdf","Global - Digital Progress and Trends Report 2025, Strengthening AI Foundations.pdf",pdf,ai,global_digital_policy,industry_report,unknown,,artificial_intelligence,future_readiness,,,,,,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000167,Global - Digital-Economy-Trends-2026.pdf,Global - Digital-Economy-Trends-2026.pdf,pdf,global_digital_policy,,industry_report,unknown,,,future_readiness,,,,,,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000168,Global - Digitization and Intelligence Index.pdf,Global - Digitization and Intelligence Index.pdf,pdf,digital_transformation,global_digital_policy,industry_report,unknown,,analytics,,,,,,,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000169,Global - IMF - Global Impact of AI.pdf,Global - IMF - Global Impact of AI.pdf,pdf,global_digital_policy,ai,government,IMF,,artificial_intelligence,,,,,,,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000170,Global - Smart City Investment.pdf,Global - Smart City Investment.pdf,pdf,global_digital_policy,,unknown,unknown,smart_cities,,,,,,,,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000171,Global - Smart City Predictions - IDC_FutureScape_Worldwide_Smart_Cities_and_Communities_2024_Predictions_-_2023_Oct.pdf,Global - Smart City Predictions - IDC_FutureScape_Worldwide_Smart_Cities_and_Communities_2024_Predictions_-_2023_Oct.pdf,pdf,global_digital_policy,,unknown,unknown,smart_cities,,,,,,,,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000172,Global - Smart-Cities-in-the-Digital-Age_251029_124718_251029_204141.pdf,Global - Smart-Cities-in-the-Digital-Age_251029_124718_251029_204141.pdf,pdf,global_digital_policy,,unknown,unknown,smart_cities,,,,,,,,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000173,Global - The_Industry_5.0_(I50)_paradigm.pdf,Global - The_Industry_5.0_(I50)_paradigm.pdf,pdf,global_digital_policy,,unknown,unknown,,,,,,,,,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000174,Global - VC Activity - CB-Insights_Artificial-Intelligence-Report-2025.pdf,Global - VC Activity - CB-Insights_Artificial-Intelligence-Report-2025.pdf,pdf,ai,global_digital_policy,industry_report,unknown,,artificial_intelligence,,,,,,,high,filename_and_metadata_heuristics_v1,false,
